"Plot_ID","Species_richness","Species_diversity","Sitecode","Year","Eastings","Northings","BAP_broad","BAP_priority","NVC_FIRST","Light","Wetness","pH","Fertility","Competition","Stress","Ruderals","NVC_subgroup","NVC_group","NVC_habitat","Vegetation_height","STD_HEIGHT","Litter","Bare_ground","NA","NA","NA","NA","NA","NA","NA"
"59",13,0.883644133644134,"B16",2017,520529,279935,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W8d:26.69",5.3,5.2,5.7,6,1.95,2.77,2.33,"W8d","W8","W",6.90909090909091,2.15824202952511,25,0,NA,NA,NA,NA,NA,NA,NA
"60",16,0.890690522784456,"B16",2017,520156,279925,"Broadleaved, Mixed And Yew Woodland","Lowland Mixed Deciduous Woodland","W22b:29.49",5.8,5.6,6.6,5.9,2.69,3.11,1.26,"W22b","W22","W",7.66666666666667,1.81497042594606,25,0,NA,NA,NA,NA,NA,NA,NA
"1",40,0.961979957485575,"B43",2014,383878.253,312983.217,"Neutral Grassland","Lowland Meadows","MG8a:68.31",7.5,6.7,5.2,3.6,2.4,3.21,2.15,"MG8a","MG8","MG",20.12,7.11992509323893,0,0,NA,NA,NA,NA,NA,NA,NA
"2",26,0.942824471126358,"B43",2014,384139.197,313488.995,"Neutral Grassland","Lowland Meadows","MG8a:55.48",7.4,7.1,5.3,3.8,2.9,2.9,1.85,"MG8a","MG8","MG",21.84,7.56185603318832,21,8,NA,NA,NA,NA,NA,NA,NA
"3",32,0.959305769458595,"B43",2014,383922.225,312946.412,"Neutral Grassland","Lowland Meadows","MG6d:69.30",7.3,5.8,5.8,4.6,2.65,2.63,2.94,"MG6d","MG6","MG",18.12,6.97507467104594,2,0,NA,NA,NA,NA,NA,NA,NA
"4",25,0.946817154161368,"B43",2014,384104.68,313727.531,"Neutral Grassland","Lowland Meadows","MG6d:64.88",7.2,5.7,5.9,4.7,2.81,2.45,2.98,"MG6d","MG6","MG",19.9,6.81603501555951,0,0,NA,NA,NA,NA,NA,NA,NA
"5",37,0.958464142813173,"B43",2014,383893.179,313036.17,"Neutral Grassland","Lowland Meadows","MG8a:71.10",7.3,6.2,5.5,3.9,2.66,3.07,2.45,"MG8a","MG8","MG",22.12,8.96553586426006,0,0,NA,NA,NA,NA,NA,NA,NA
"6",39,0.962972435350952,"B43",2014,383882.557,313016.052,"Neutral Grassland","Lowland Meadows","MG8a:67.09",7.3,6.3,5.2,3.8,2.29,3.29,2.34,"MG8a","MG8","MG",14.54,4.65904138924164,22,19,NA,NA,NA,NA,NA,NA,NA
"7",34,0.958898115736948,"B43",2014,383792.676,313087.677,"Neutral Grassland","Lowland Meadows","MG4a:61.63",7,6.1,5.8,4.6,2.85,2.96,2.61,"MG4a","MG4","MG",25.84,5.07387097457815,0,0,NA,NA,NA,NA,NA,NA,NA
"8",26,0.951223730865692,"B43",2014,384050.751,313532.23,"Neutral Grassland","Lowland Meadows","MG8a:62.89",6.9,6,5.8,4.6,2.81,2.61,2.6,"MG8a","MG8","MG",22.6,6.60334511188584,0,0,NA,NA,NA,NA,NA,NA,NA
"9",32,0.956470300261097,"B43",2014,383926.013,313033.57,"Neutral Grassland","Lowland Meadows","MG6d:74.39",7.1,5.3,5.8,4.3,2.56,2.62,3.16,"MG6d","MG6","MG",18.02,5.16091077233467,0,20,NA,NA,NA,NA,NA,NA,NA
"10",14,0.898082367394904,"B43",2014,383987.919,313174.44,"Neutral Grassland","Lowland Meadows","MG6b:63.42",6.8,5.5,5.4,4.5,2.96,2.86,2.92,"MG6b","MG6","MG",6.54,1.61967074843418,25,22,NA,NA,NA,NA,NA,NA,NA
"11",36,0.955918572505655,"B43",2014,383857.233,312914.868,"Neutral Grassland","Lowland Meadows","MG8v2:61.72",7.2,6.7,5.1,3.9,2.58,2.95,2.23,"MG8v2","MG8v2","MGv",11.38,1.79861057486049,1,5,NA,NA,NA,NA,NA,NA,NA
"12",39,0.963736678298595,"B43",2014,383781.474,312536.372,"Neutral Grassland","Lowland Meadows","MG8a:68.53",7.3,6.4,5.2,3.3,2.32,3.52,1.96,"MG8a","MG8","MG",21.12,9.05110490492735,0,15,NA,NA,NA,NA,NA,NA,NA
"13",31,0.95658459970252,"B43",2014,383674.496,313064.025,"Neutral Grassland","Lowland Meadows","MG8a:68.16",7.3,5.8,5.6,3.9,2.36,3.42,2.44,"MG8a","MG8","MG",19.92,6.51549435320657,0,6,NA,NA,NA,NA,NA,NA,NA
"14",29,0.947844254510921,"B43",2014,384068.81,313649.054,"Neutral Grassland","Lowland Meadows","MG8a:67.65",7.1,6.5,5.8,4.5,2.96,2.48,2.49,"MG8a","MG8","MG",19.54,3.86469058701125,0,0,NA,NA,NA,NA,NA,NA,NA
"15",22,0.93844523256288,"B43",2014,383834.678,313429.171,"Neutral Grassland","Lowland Meadows","MG4b:60.17",7,6,5.9,4.8,3.06,2.81,2.64,"MG4b","MG4","MG",46.36,19.2372901764602,0,15,NA,NA,NA,NA,NA,NA,NA
"17",22,0.920933606417477,"B43",2014,384157.68,313583.527,"Neutral Grassland","Lowland Meadows","MG4c:53.33",7.3,6.7,5.2,3.9,3.14,2.77,2.09,"MG4c","MG4","MG",27.48,8.72673096487644,21,4,NA,NA,NA,NA,NA,NA,NA
"18",32,0.952302269222296,"B43",2014,384092.574,313575.217,"Neutral Grassland","Lowland Meadows","MG8a:67.42",7.1,6,5.6,4.1,2.6,2.98,2.42,"MG8a","MG8","MG",17.4,5.59761854124889,25,1,NA,NA,NA,NA,NA,NA,NA
"19",33,0.953169340463458,"B43",2014,383827.857,312958.659,"Neutral Grassland","Lowland Meadows","MG4a:66.64",7,5.9,5.9,4.5,2.84,2.99,2.6,"MG4a","MG4","MG",16.1,3.68838266272179,25,0,NA,NA,NA,NA,NA,NA,NA
"20",34,0.952740098684828,"B43",2014,383935.506,313602.111,"Neutral Grassland","Lowland Meadows","MG6d:62.63",6.9,6.6,6,5,3.18,2.34,2.24,"MG6d","MG6","MG",29.88,7.78524244966077,0,0,NA,NA,NA,NA,NA,NA,NA
"21",39,0.962780975727199,"B43",2014,383891.592,313060.201,"Neutral Grassland","Lowland Meadows","MG8a:65.96",7.4,6.5,5.1,3.5,2.23,3.47,2.16,"MG8a","MG8","MG",12.56,2.9273138995787,0,0,NA,NA,NA,NA,NA,NA,NA
"24",23,0.941952361283216,"B43",2014,384205.849,313465.627,"Neutral Grassland","Lowland Meadows","MG6b:65.79",7.1,5.3,6,4.8,3.01,2.63,2.83,"MG6b","MG6","MG",20.76,7.93478628151593,0,6,NA,NA,NA,NA,NA,NA,NA
"25",19,0.933145233145233,"B43",2014,384217.293,313494.984,"Neutral Grassland","Lowland Meadows","MG6b:57.56",6.5,5.2,4.8,4.5,2.95,2.77,2.96,"MG6b","MG6","MG",19.84,8.59592926913664,15,0,NA,NA,NA,NA,NA,NA,NA
"26",26,0.941424501424501,"B43",2014,384224.421,313361.96,"Neutral Grassland","Lowland Meadows","MG6d:68.37",7,5.5,5.7,4.9,2.89,2.61,2.98,"MG6d","MG6","MG",17.3,8.59384469644796,0,7,NA,NA,NA,NA,NA,NA,NA
"27",23,0.943748324247028,"B43",2014,384321.004,313754.998,"Neutral Grassland","Lowland Meadows","MG6d:70.28",7.1,5.2,5.7,4.5,2.8,2.69,3.09,"MG6d","MG6","MG",17.76,7.376934774462,0,0,NA,NA,NA,NA,NA,NA,NA
"28",14,0.896335540838852,"B43",2014,384311.673,313664.985,"Neutral Grassland","Lowland Meadows","MG7d:55.50",6.7,5.5,5.3,4.7,3.19,2.69,2.8,"MG7d","MG7","MG",11.84,5.58032257132148,0,0,NA,NA,NA,NA,NA,NA,NA
"29",26,0.942336223076236,"B43",2014,384161.451,313308.932,"Neutral Grassland","Lowland Meadows","MG6d:64.80",6.9,5.5,5.5,4.4,2.73,2.88,2.99,"MG6d","MG6","MG",5.92,1.22202018532156,0,23,NA,NA,NA,NA,NA,NA,NA
"30",31,0.95470212892838,"B43",2014,384031.941,313279.239,"Neutral Grassland","Lowland Meadows","MG4b:67.30",7.2,5.3,5.7,4.4,2.79,2.79,2.92,"MG4b","MG4","MG",15.48,7.63555280688089,0,2,NA,NA,NA,NA,NA,NA,NA
"31",22,0.943508343508344,"B43",2014,383559.018,312367.059,"Neutral Grassland","Lowland Meadows","MG6d:54.24",6.8,5.5,5.4,4.3,2.83,2.89,2.91,"MG6d","MG6","MG",9.1,3.04822352636198,25,25,NA,NA,NA,NA,NA,NA,NA
"32",33,0.950563325563326,"B43",2014,384255.353,313736.014,"Neutral Grassland","Lowland Meadows","MG6d:73.61",7,5.6,5.8,4.8,2.8,2.5,3.04,"MG6d","MG6","MG",13.66,6.17913154631512,0,1,NA,NA,NA,NA,NA,NA,NA
"33",24,0.942878716375649,"B43",2014,384282.24,313717.076,"Neutral Grassland","Lowland Meadows","MG6d:63.96",7,6,5.8,4.8,3,2.53,2.83,"MG6d","MG6","MG",10.52,4.64910385630034,0,0,NA,NA,NA,NA,NA,NA,NA
"35",31,0.954837025434475,"B43",2014,384245.117,313584.374,"Neutral Grassland","Lowland Meadows","MG8c:58.93",7.4,6.9,5.1,3.7,2.87,2.87,2.13,"MG8c","MG8","MG",21.64,7.37043644117045,0,1,NA,NA,NA,NA,NA,NA,NA
"36",26,0.947267992057967,"B43",2014,384123.45,313374.886,"Neutral Grassland","Lowland Meadows","MG6d:69.33",7,5.5,5.9,4.9,2.91,2.47,3.02,"MG6d","MG6","MG",22.8,12.2031416719903,0,0,NA,NA,NA,NA,NA,NA,NA
"1",36,0.957184154042754,"B43",2018,383878.748,312983.541,"Neutral Grassland","Lowland Meadows","MG8a:61.11",7.2,5.9,5.6,3.9,2.47,3.13,2.43,"MG8a","MG8","MG",25.24,6.94790136180223,25,0,NA,NA,NA,NA,NA,NA,NA
"2a",20,0.912364626935087,"B43",2018,384136.981,313487.888,"Neutral Grassland","Lowland Meadows","MG8a:48.13",7.7,6.7,5.1,3.7,2.99,2.92,1.92,"MG8a","MG8","MG",19.52,6.89879216481649,25,0,NA,NA,NA,NA,NA,NA,NA
"3",29,0.950924944032049,"B43",2018,383923.066,312947.393,"Neutral Grassland","Lowland Meadows","MG6d:66.22",7.2,5.8,5.8,4.2,2.57,2.7,2.85,"MG6d","MG6","MG",37.12,12.8267948711542,25,0,NA,NA,NA,NA,NA,NA,NA
"4",28,0.925624385447394,"B43",2018,384105.157,313728.176,"Neutral Grassland","Lowland Meadows","MG6d:68.57",7,5.6,5.2,4.6,3,2.72,2.74,"MG6d","MG6","MG",38.4,10.0166528008778,25,0,NA,NA,NA,NA,NA,NA,NA
"5",33,0.949045704352712,"B43",2018,383891.458,313033.381,"Neutral Grassland","Lowland Meadows","MG8a:64.67",7.4,6,5.5,3.9,2.43,3.28,2.49,"MG8a","MG8","MG",20.12,3.88715834511536,25,0,NA,NA,NA,NA,NA,NA,NA
"6",33,0.953930244664237,"B43",2018,383883.607,313015.896,"Neutral Grassland","Lowland Meadows","MG8a:63.43",7.3,6.2,5.5,3.9,2.47,3.11,2.39,"MG8a","MG8","MG",24.56,10.1492200028705,25,0,NA,NA,NA,NA,NA,NA,NA
"7",31,0.945879375409577,"B43",2018,383793.61,313087.649,"Neutral Grassland","Lowland Meadows","MG4b:61.42",7.1,5.9,6,4.5,2.77,3.08,2.75,"MG4b","MG4","MG",23.76,4.76340214552582,25,0,NA,NA,NA,NA,NA,NA,NA
"8",25,0.945699228307924,"B43",2018,384051.002,313533.623,"Neutral Grassland","Lowland Meadows","MG8a:65.88",6.9,6.1,5.7,4.6,2.92,2.66,2.5,"MG8a","MG8","MG",25.36,9.22352065825915,25,0,NA,NA,NA,NA,NA,NA,NA
"9",29,0.935723696593262,"B43",2018,383926.694,313034.573,"Neutral Grassland","Lowland Meadows","MG6d:72.06",7.1,5.3,5.7,4.5,2.57,2.6,3.14,"MG6d","MG6","MG",18.2,5.43139024560011,25,0,NA,NA,NA,NA,NA,NA,NA
"10",17,0.907240342354846,"B43",2018,383988.609,313175.499,"Neutral Grassland","Lowland Meadows","MG6a:65.81",6.9,5.4,5.2,4.7,2.88,2.64,2.89,"MG6a","MG6","MG",10,3.86221007541882,25,0,NA,NA,NA,NA,NA,NA,NA
"11",35,0.954568344191609,"B43",2018,383858.298,312914.424,"Neutral Grassland","Lowland Meadows","MG8a:63.30",7.1,5.8,5.6,4.4,2.67,2.94,2.61,"MG8a","MG8","MG",19.08,5.47661696061842,25,0,NA,NA,NA,NA,NA,NA,NA
"12a",41,0.961014491098651,"B43",2018,383783.09,312534.424,"Neutral Grassland","Lowland Meadows","MG8a:65.48",7.3,6,5.7,4,2.53,3.29,2.41,"MG8a","MG8","MG",24.32,4.98096376216491,25,0,NA,NA,NA,NA,NA,NA,NA
"13",27,0.949857853589197,"B43",2018,383675.302,313065.138,"Neutral Grassland","Lowland Meadows","MG8a:66.22",7.2,5.7,5.8,4.5,2.68,2.84,2.88,"MG8a","MG8","MG",21.48,6.07673157763832,25,0,NA,NA,NA,NA,NA,NA,NA
"14",23,0.929363085562288,"B43",2018,384069.42,313650.65,"Neutral Grassland","Lowland Meadows","MG4c:61.33",7.1,6.8,6.1,5.1,3.22,1.97,2.1,"MG4c","MG4","MG",34.6,9.71682389809894,25,0,NA,NA,NA,NA,NA,NA,NA
"15",25,0.942630216643619,"B43",2018,383835.078,313430.469,"Neutral Grassland","Lowland Meadows","MG4b:64.36",7,5.8,5.5,4.5,2.87,2.6,2.83,"MG4b","MG4","MG",21.8,10.1980390271856,25,0,NA,NA,NA,NA,NA,NA,NA
"16",16,0.864834069220909,"B43",2018,384005.054,313126.949,"Neutral Grassland","Lowland Meadows","MG4c:56.96",7.2,5.8,6.4,5.7,3.02,1.85,2.94,"MG4c","MG4","MG",8.16,2.30362033908947,25,0,NA,NA,NA,NA,NA,NA,NA
"17",16,0.89559748427673,"B43",2018,384158.596,313584.016,"Neutral Grassland","Lowland Meadows","MG4c:44.41",7.2,6.7,5.2,4,3.2,2.76,1.93,"MG4c","MG4","MG",13.24,6.59090282131363,0,0,NA,NA,NA,NA,NA,NA,NA
"18a",28,0.947919766680555,"B43",2018,384091.715,313573.712,"Neutral Grassland","Lowland Meadows","MG8a:65.23",7,5.9,5.5,4.5,2.88,2.8,2.59,"MG8a","MG8","MG",37.04,12.3540816467001,25,0,NA,NA,NA,NA,NA,NA,NA
"19",32,0.943341499816958,"B43",2018,383829.084,312960.069,"Neutral Grassland","Lowland Meadows","MG4b:70.02",7.2,5.8,6,4.6,2.95,2.81,2.8,"MG4b","MG4","MG",19.32,5.88585875920696,25,0,NA,NA,NA,NA,NA,NA,NA
"20",20,0.9128145865434,"B43",2018,383935.869,313603.358,"Neutral Grassland","Lowland Meadows","MG4c:52.88",6.9,6.8,6.3,5.5,3.47,1.93,1.98,"MG4c","MG4","MG",37.08,15.1132392292321,25,0,NA,NA,NA,NA,NA,NA,NA
"21a",40,0.956594351207532,"B43",2018,383889.741,313053.12,"Neutral Grassland","Lowland Meadows","MG8a:62.62",7.3,6.4,5.3,3.7,2.41,3.16,2.32,"MG8a","MG8","MG",25.64,9.23255111006703,25,0,NA,NA,NA,NA,NA,NA,NA
"22",27,0.949116193348412,"B43",2018,384078.551,313289.287,"Neutral Grassland","Lowland Meadows","MG4b:66.70",7.2,5.1,6,4.7,2.68,2.67,3.13,"MG4b","MG4","MG",31.16,9.09065454189081,25,0,NA,NA,NA,NA,NA,NA,NA
"23",18,0.91860338243317,"B43",2018,383590.027,312339.565,"Neutral Grassland","Lowland Meadows","MG5:54.36",7.2,5.1,5.8,4.5,2.91,2.97,2.98,"MG5","MG5","MG",21.2,5.19615242270663,25,0,NA,NA,NA,NA,NA,NA,NA
"24",13,0.851089108910891,"B43",2018,384206.687,313466.471,"Neutral Grassland","Lowland Meadows","MG9b:48.24",6.7,5.5,5.3,4.7,3.14,2.78,2.8,"MG9b","MG9","MG",9.95454545454546,2.38002146303393,25,0,NA,NA,NA,NA,NA,NA,NA
"25",13,0.800662451068955,"B43",2018,384218.218,313495.911,"Neutral Grassland","Lowland Meadows","MG7:53.79",7.2,5.1,5.4,4.8,3,2.91,2.98,"MG7","MG7","MG",7.68,4.03856410126173,25,0,NA,NA,NA,NA,NA,NA,NA
"26a",19,0.925997050855595,"B43",2018,384220.311,313359.514,"Neutral Grassland","Lowland Meadows","MG6d:56.86",7.2,5.4,5.7,4.7,2.79,2.68,3.05,"MG6d","MG6","MG",17.44,3.24139887497152,25,0,NA,NA,NA,NA,NA,NA,NA
"27a",22,0.936586032526992,"B43",2018,384320.522,313754.554,"Neutral Grassland","Lowland Meadows","MG6d:65.04",6.7,5.3,5.3,4.6,2.82,2.53,2.99,"MG6d","MG6","MG",23.68,8.84929375713113,25,0,NA,NA,NA,NA,NA,NA,NA
"28",11,0.842762326169406,"B43",2018,384312.22,313666.315,"Neutral Grassland","Lowland Meadows","MG6b:53.92",7.1,5.2,5.2,4.6,2.96,2.86,3,"MG6b","MG6","MG",9.6,3.66287682930599,25,0,NA,NA,NA,NA,NA,NA,NA
"29a",27,0.946212577858147,"B43",2018,384158.862,313311.625,"Neutral Grassland","Lowland Meadows","MG6d:66.17",7.1,5.4,5.8,4.7,2.82,2.72,3.03,"MG6d","MG6","MG",32.92,7.77238702072922,25,0,NA,NA,NA,NA,NA,NA,NA
"30a",26,0.939750058546763,"B43",2018,384032.338,313275.844,"Neutral Grassland","Lowland Meadows","MG6d:65.72",7.2,5.3,6,4.8,2.87,2.71,3.05,"MG6d","MG6","MG",32.28,10.3381171722256,25,0,NA,NA,NA,NA,NA,NA,NA
"31",15,0.90756488617238,"B43",2018,383559.516,312368.526,"Neutral Grassland","Lowland Meadows","MG6b:52.33",7.3,5.2,5.8,4.6,2.97,2.97,2.95,"MG6b","MG6","MG",35.76,12.329774261248,25,0,NA,NA,NA,NA,NA,NA,NA
"32",17,0.908942499546526,"B43",2018,384255.441,313736.757,"Neutral Grassland","Lowland Meadows","MG6d:63.13",7.3,5.4,5.7,5.1,3.1,2.59,2.85,"MG6d","MG6","MG",7.86363636363636,3.13650479637165,25,0,NA,NA,NA,NA,NA,NA,NA
"33",19,0.909110350727117,"B43",2018,384282.469,313718.627,"Neutral Grassland","Lowland Meadows","MG6d:59.03",7.3,5.7,5.8,4.7,3.01,2.78,2.62,"MG6d","MG6","MG",10.5,5.9270932827659,25,0,NA,NA,NA,NA,NA,NA,NA
"34a",35,0.949557630867535,"B43",2018,383614.233,312300.862,"Neutral Grassland","Lowland Meadows","MG6d:67.83",7,5.3,5.6,4.4,2.86,2.87,2.94,"MG6d","MG6","MG",37.08,13.8651842156292,25,0,NA,NA,NA,NA,NA,NA,NA
"35a",26,0.931996066863323,"B43",2018,384244.068,313584.962,"Neutral Grassland","Lowland Meadows","M23a:54.47",7.6,7,5,3.6,2.99,2.74,2.02,"M23a","M23","M",21.24,6.88161802679186,25,0,NA,NA,NA,NA,NA,NA,NA
"36a",25,0.937697763229678,"B43",2018,384121.855,313378.14,"Neutral Grassland","Lowland Meadows","MG6d:69.80",7.2,5.4,5.9,4.9,2.93,2.72,2.95,"MG6d","MG6","MG",26.24,9.64053940399602,25,0,NA,NA,NA,NA,NA,NA,NA
"37",37,0.953354197270656,"B43",2018,383665.966,312365.017,"Neutral Grassland","Lowland Meadows","MG8a:65.02",7.2,6.3,5.6,4.2,2.76,2.93,2.28,"MG8a","MG8","MG",41.8,9.35859676091097,25,0,NA,NA,NA,NA,NA,NA,NA
"38",25,0.946183802336582,"B43",2018,383916.219,313516.567,"Neutral Grassland","Lowland Meadows","MG8a:63.96",7.1,6,5.7,4.5,2.88,2.94,2.63,"MG8a","MG8","MG",26.92,7.0410699944445,25,0,NA,NA,NA,NA,NA,NA,NA
"39",30,0.947865179117827,"B43",2018,384023.184,313452.033,"Neutral Grassland","Lowland Meadows","MG8a:64.65",7.2,6.3,5.8,4.4,2.74,2.84,2.46,"MG8a","MG8","MG",29.32,8.89156904038876,25,0,NA,NA,NA,NA,NA,NA,NA
"40",26,0.949431401633335,"B43",2018,383970.506,313443.387,"Neutral Grassland","Lowland Meadows","MG8a:64.49",7.2,6.2,5.8,4.5,2.55,2.77,2.62,"MG8a","MG8","MG",41.4,9.01387818865997,25,0,NA,NA,NA,NA,NA,NA,NA
"41",25,0.944975591784102,"B43",2018,383932.528,313428.319,"Neutral Grassland","Lowland Meadows","MG8a:66.49",7.1,6.1,5.7,4.3,2.61,3,2.75,"MG8a","MG8","MG",38.68,11.3053084876088,25,0,NA,NA,NA,NA,NA,NA,NA
"42",27,0.937960506926024,"B43",2018,383890.421,313392.592,"Neutral Grassland","Lowland Meadows","MG4b:66.96",7.2,5.9,6,4.8,3.03,2.64,2.67,"MG4b","MG4","MG",29.56,9.41665191739258,25,0,NA,NA,NA,NA,NA,NA,NA
"43",33,0.957635848570693,"B43",2018,383974.536,313272.441,"Neutral Grassland","Lowland Meadows","MG8a:63.69",7.3,6.5,5.8,4.4,3.03,2.5,2.4,"MG8a","MG8","MG",39.88,10.8755076509865,25,0,NA,NA,NA,NA,NA,NA,NA
"44",28,0.942968447541618,"B43",2018,383946.558,313237.4,"Neutral Grassland","Lowland Meadows","MG8a:66.23",7.2,6.1,5.9,4.6,3.01,2.41,2.78,"MG8a","MG8","MG",47.92,11.838918869559,25,0,NA,NA,NA,NA,NA,NA,NA
"45",27,0.942396942396942,"B43",2018,383820.809,313214.177,"Neutral Grassland","Lowland Meadows","MG4b:68.25",7.2,5.7,5.8,4.4,2.61,2.73,2.97,"MG4b","MG4","MG",40.36,11.3169489410058,25,0,NA,NA,NA,NA,NA,NA,NA
"46",31,0.949343085466613,"B43",2018,383896.252,313146.489,"Neutral Grassland","Lowland Meadows","MG4b:69.95",7.1,5.8,6,4.7,2.77,2.53,2.96,"MG4b","MG4","MG",43.52,11.5293827530647,25,0,NA,NA,NA,NA,NA,NA,NA
"47",30,0.952465448236431,"B43",2018,383857.835,313177.752,"Neutral Grassland","Lowland Meadows","MG4b:63.64",7.3,6.2,5.8,4.8,2.87,2.42,2.72,"MG4b","MG4","MG",44.64,10.862320194139,25,0,NA,NA,NA,NA,NA,NA,NA
"48",31,0.949229212546872,"B43",2018,383752.812,313141.591,"Neutral Grassland","Lowland Meadows","MG8a:65.49",7.3,6.1,5.8,4.4,2.56,2.89,2.55,"MG8a","MG8","MG",26.76,6.64128501621988,25,0,NA,NA,NA,NA,NA,NA,NA
"49",21,0.925798011512297,"B43",2018,384157.627,313733.576,"Neutral Grassland","Lowland Meadows","MG4c:63.49",7,7.1,6,4.8,2.97,2.07,2.61,"MG4c","MG4","MG",18.56,6.33824371047164,25,0,NA,NA,NA,NA,NA,NA,NA
"50",24,0.930921600177551,"B43",2018,384183.302,313781.778,"Neutral Grassland","Lowland Meadows","MG6d:65.82",6.8,5.7,5.4,4.6,2.85,2.72,3.05,"MG6d","MG6","MG",28.72,10.2083299319722,25,0,NA,NA,NA,NA,NA,NA,NA
"2",7,0.66403162055336,"B18",2011,441073,101260,"Broadleaved Woodland","Lowland mixed deciduous woodland","W15a:29.59",5.1,5.1,4.8,4.5,4,2,1,"W15a","W15","W",NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA
"3",5,0.763125763125763,"B18",2011,440991,101098,"Broadleaved Woodland","Lowland mixed deciduous woodland","W10c:48.32",5.4,5.5,5.3,5.1,3.58,2.42,1,"W10c","W10","W",NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA
"6",5,0.473949579831933,"B18",2011,440773,101642,"Coniferous Woodland",NA,"W13a:25.97",4.5,5.2,6.7,5.8,3,3,1,"W13a","W13","W",NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA
"7",7,0.761345852895149,"B18",2011,441070,101378,"Broadleaved Woodland","Lowland mixed deciduous woodland","W23c:44.61",4.7,5.2,6.3,5.5,2.97,3.03,1.1,"W23c","W23","W",NA,NA,25,24,NA,NA,NA,NA,NA,NA,NA
"10",11,0.844994892747702,"B18",2011,441244,100825,"Broadleaved Woodland","Lowland mixed deciduous woodland","W21c:24.46",4.7,5,6.9,5.7,3.07,2.93,1,"W21c","W21","W",NA,NA,25,22,NA,NA,NA,NA,NA,NA,NA
"13",7,0.704260651629073,"B18",2011,440789,101160,"Broadleaved Woodland","Lowland mixed deciduous woodland","W10c:44.56",4.7,5.3,6.3,5.7,3.16,2.84,1,"W10c","W10","W",NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA
"14",17,0.910872483221477,"B18",2011,441028,101615,"Broadleaved Woodland","Lowland mixed deciduous woodland","W10c:31.48",5.3,6.8,6.1,5.7,3.09,2.8,1.28,"W10c","W10","W",NA,NA,25,9,NA,NA,NA,NA,NA,NA,NA
"15",5,0.581560283687943,"B18",2011,440837,101294,"Broadleaved Woodland","Lowland mixed deciduous woodland","W10c:35.09",5.1,5.6,6.4,6,3,3,1,"W10c","W10","W",NA,NA,25,25,NA,NA,NA,NA,NA,NA,NA
"17",12,0.867993366500829,"B18",2011,444408,100676,"Neutral Grassland",NA,"MG10a:48.61",6.9,7.2,6.2,5.1,3.38,1.36,2.5,"MG10a","MG10","MG",NA,NA,2,0,NA,NA,NA,NA,NA,NA,NA
"18",15,0.847099705960973,"B18",2011,444918,100207,"Broadleaved Woodland","Lowland mixed deciduous woodland","OV27:36.59",5.8,6.3,6,5.9,3.05,2.85,1.65,"OV27","OV27","OV",NA,NA,25,10,NA,NA,NA,NA,NA,NA,NA
"19",13,0.889009009009009,"B18",2011,444920,99817,"Fen, Marsh And Swamp","Lowland Fens","W1:31.85",5.9,6.7,6.2,5.5,3.07,2.29,2.49,"W1","W1","W",NA,NA,25,4,NA,NA,NA,NA,NA,NA,NA
"21",11,0.86677722498618,"B18",2011,444655,100361,"Fen, Marsh And Swamp","Lowland Fens","S6:37.57",6.9,8.4,6.7,6.4,3.86,1.54,1.63,"S6","S6","S",NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA
"23",8,0.793577981651376,"B18",2011,444744,100199,"Fen, Marsh And Swamp","Lowland Fens","S6:38.24",7,8.2,6.9,6.5,3.81,1.63,1.6,"S6","S6","S",NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA
"24",9,0.853638425066996,"B18",2011,444968,99898,"Fen, Marsh And Swamp","Lowland Fens","S6:40.00",7,8,6.8,6.6,3.84,1.27,2.02,"S6","S6","S",NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA
"25",14,0.840786240786241,"B18",2011,444356,100621,NA,NA,"MG10a:51.58",6.9,6.8,6.1,5.2,3.31,2.08,2.62,"MG10a","MG10","MG",NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA
"26",21,0.920494805740707,"B18",2011,445614,101556,"Fen, Marsh And Swamp","Lowland Fens","M25:47.29",7.5,7.8,4.3,2.5,3.09,2.75,1.56,"M25","M25","M",NA,NA,25,2,NA,NA,NA,NA,NA,NA,NA
"27",15,0.888362010567674,"B18",2011,446029,101266,"Fen, Marsh And Swamp","Lowland Fens","M27c:42.84",7,8,6.8,5.7,3.86,1.88,1.36,"M27c","M27","M",NA,NA,25,0,NA,NA,NA,NA,NA,NA,NA
"30",13,0.82468443197756,"B18",2011,445476,102047,"Dwarf Shrub Heath","Lowland heath","H4a:48.41",7.1,5.6,2,1.9,2.48,3.45,1.17,"H4a","H4","H",NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA
"32",18,0.890613026819923,"B18",2011,445515,101938,"Dwarf Shrub Heath","Lowland heath","H3a:43.43",7.2,5.7,2,2,2.68,3.26,1.22,"H3a","H3","H",NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA
